workout_type,distance,time,calories,total_steps,avg_speed,avg_cadence,max_cadence,avg_heart_rate,max_heart_rate,min_heart_rate,vo2_max(%),aerobic(%),anaerobic(%),intensive(%),light(%),calories_per_minute,calories_classes,heart_level,id
6,2.0,84,435,4081.1191335740073,38.38,42.27,96.78,137.5,175.0,100,18,20,15,24,93,5.178571428571429,2,2,1869
2,1.39,97,471,4081.1191335740073,8.97,86.52,88.62,97.5,90.0,105,27,32,0,12,74,4.855670103092783,2,1,1870
3,8.2,95,422,4081.1191335740073,8.38,141.28,331.76,138.5,166.0,111,42,0,5,55,2,4.442105263157894,2,2,1871
8,1.59,63,341,4550.0,14.5,126.31,75.15,100.0,105.0,95,2,26,7,62,79,5.412698412698413,2,1,1872
2,6.62,22,400,4081.1191335740073,20.33,31.5,301.53,85.5,90.0,81,10,32,0,58,34,18.181818181818183,2,1,1873
0,1.39,23,509,3444.0,9.59,91.26,282.17,99.0,92.0,106,42,40,10,41,88,22.130434782608695,2,1,1874
6,1.55,32,167,4081.1191335740073,34.9,62.54,106.93,138.5,175.0,102,16,20,15,6,20,5.21875,1,2,1875
2,5.19,104,440,4081.1191335740073,16.82,59.44,131.42,91.5,90.0,93,42,32,0,23,94,4.230769230769231,2,1,1876
3,9.16,42,94,4081.1191335740073,11.82,187.84,55.75,128.0,166.0,90,20,0,5,59,90,2.238095238095238,1,2,1877
8,7.5,22,29,4550.0,36.0,150.68,61.48,103.0,105.0,101,15,26,7,52,22,1.3181818181818181,1,1,1878
3,6.33,57,385,4081.1191335740073,19.41,99.68,167.8,136.0,166.0,106,18,0,5,58,39,6.754385964912281,2,2,1879
8,8.23,26,357,4550.0,19.58,142.62,74.41,96.0,105.0,87,8,26,7,50,52,13.73076923076923,2,1,1880
7,4.56,79,388,2790.0,10.72,24.78,65.86,140.5,188.0,93,39,0,80,13,62,4.9113924050632916,2,2,1881
7,2.55,114,186,2790.0,27.22,165.7,281.35,135.5,188.0,83,14,0,80,52,38,1.631578947368421,1,2,1882
0,1.41,82,78,3444.0,17.38,33.42,50.56,90.5,92.0,89,41,40,10,21,41,0.9512195121951219,1,1,1883
8,9.19,116,345,4550.0,32.25,156.6,252.41,101.5,105.0,98,45,26,7,6,22,2.9741379310344827,2,1,1884
10,6.94,57,199,1785.0,29.54,51.5,275.6,88.0,85.0,91,33,22,0,13,38,3.491228070175439,1,1,1885
8,6.26,31,500,4550.0,35.24,47.44,230.22,93.0,105.0,81,5,26,7,44,21,16.129032258064516,2,1,1886
0,2.89,58,445,3444.0,3.11,153.8,223.67,92.0,92.0,92,38,40,10,51,72,7.672413793103448,2,1,1887
9,4.1,43,322,5028.0,23.42,156.43,152.46,110.5,124.0,97,19,50,0,16,80,7.488372093023256,2,2,1888
1,8.84,43,181,4081.1191335740073,36.0,28.53,283.66,113.5,122.0,105,3,28,2,23,5,4.209302325581396,1,2,1889
2,8.6,38,103,4081.1191335740073,22.68,163.5,262.31,91.5,90.0,93,5,32,0,58,59,2.710526315789474,1,1,1890
0,4.24,58,540,3444.0,11.19,14.6,152.85,101.5,92.0,111,28,40,10,59,74,9.310344827586206,2,1,1891
2,5.85,102,93,4081.1191335740073,26.14,130.81,207.6,90.5,90.0,91,20,32,0,57,45,0.9117647058823529,1,1,1892
1,4.11,75,135,4081.1191335740073,13.61,26.76,266.63,106.5,122.0,91,35,28,2,38,29,1.8,1,1,1893
8,8.33,118,55,4550.0,36.51,185.67,349.66,92.5,105.0,80,22,26,7,54,3,0.4661016949152542,1,1,1894
4,3.39,84,244,4081.1191335740073,27.25,108.43,188.15,130.0,177.0,83,17,45,15,44,48,2.9047619047619047,1,2,1895
6,7.4,114,388,4081.1191335740073,30.8,25.35,199.18,138.5,175.0,102,14,20,15,20,91,3.4035087719298245,2,2,1896
9,7.54,48,110,5028.0,19.11,165.31,312.49,108.5,124.0,93,28,50,0,29,35,2.2916666666666665,1,1,1897
1,5.93,75,542,4081.1191335740073,9.68,126.29,96.9,114.0,122.0,106,6,28,2,27,11,7.226666666666667,2,2,1898
10,8.25,59,461,1785.0,34.77,152.81,246.12,88.0,85.0,91,7,22,0,35,57,7.813559322033898,2,1,1899
2,7.1,27,27,4081.1191335740073,36.3,108.46,92.29,100.5,90.0,111,9,32,0,56,35,1.0,1,1,1900
10,5.7,62,153,1785.0,7.26,64.96,78.8,93.0,85.0,101,25,22,0,60,39,2.467741935483871,1,1,1901
4,2.79,55,280,4081.1191335740073,27.78,43.75,56.81,139.0,177.0,101,11,45,15,46,60,5.090909090909091,1,2,1902
2,6.45,20,331,4081.1191335740073,8.69,87.16,137.93,95.0,90.0,100,8,32,0,22,51,16.55,2,1,1903
6,8.71,36,96,4081.1191335740073,32.39,128.53,157.42,139.0,175.0,103,12,20,15,47,47,2.6666666666666665,1,2,1904
5,2.31,79,540,6209.0,13.71,22.6,287.5,135.0,190.0,80,21,0,71,14,43,6.8354430379746836,2,2,1905
2,9.53,31,59,4081.1191335740073,23.96,75.63,319.19,90.0,90.0,90,4,32,0,64,37,1.903225806451613,1,1,1906
1,1.46,79,397,4081.1191335740073,30.71,56.28,64.42,107.5,122.0,93,18,28,2,25,24,5.025316455696203,2,1,1907
8,1.24,87,182,4550.0,28.83,151.71,344.23,99.5,105.0,94,42,26,7,19,68,2.0919540229885056,1,1,1908
10,4.2,37,370,1785.0,24.13,67.51,88.98,89.0,85.0,93,28,22,0,63,53,10.0,2,1,1909
8,1.57,90,448,4550.0,6.66,165.7,137.83,93.0,105.0,81,18,26,7,54,96,4.977777777777778,2,1,1910
10,6.3,26,82,1785.0,24.96,150.91,172.63,88.0,85.0,91,38,22,0,11,99,3.1538461538461537,1,1,1911
5,4.35,114,225,6209.0,20.45,198.5,84.35,136.5,190.0,83,16,0,71,27,8,1.9736842105263157,1,2,1912
8,1.52,105,268,4550.0,31.0,103.51,208.86,96.5,105.0,88,24,26,7,43,20,2.552380952380952,1,1,1913
10,9.95,74,513,1785.0,6.4,89.49,281.46,93.5,85.0,102,45,22,0,28,76,6.9324324324324325,2,1,1914
1,9.21,35,263,4081.1191335740073,20.51,85.83,120.19,112.0,122.0,102,40,28,2,12,68,7.514285714285714,1,2,1915
7,9.18,92,42,2790.0,10.94,71.34,314.7,138.5,188.0,89,30,0,80,25,67,0.45652173913043476,1,2,1916
2,6.93,37,364,4081.1191335740073,14.76,51.45,251.49,92.0,90.0,94,8,32,0,19,86,9.837837837837839,2,1,1917
1,2.97,44,457,4081.1191335740073,6.84,67.59,139.73,115.0,122.0,108,17,28,2,59,77,10.386363636363637,2,2,1918
8,7.55,84,461,4550.0,6.37,70.23,182.11,103.5,105.0,102,17,26,7,8,67,5.488095238095238,2,1,1919
9,9.63,40,108,5028.0,9.6,151.93,282.78,109.0,124.0,94,0,50,0,36,46,2.7,1,1,1920
3,1.85,101,338,4081.1191335740073,26.9,15.19,58.11,124.0,166.0,82,25,0,5,23,95,3.3465346534653464,2,2,1921
2,4.52,98,41,4081.1191335740073,17.49,109.19,251.5,87.5,90.0,85,35,32,0,32,40,0.41836734693877553,1,1,1922
2,6.64,76,187,4081.1191335740073,30.62,199.18,218.3,86.5,90.0,83,26,32,0,16,95,2.460526315789474,1,1,1923
10,8.2,107,448,1785.0,32.96,80.73,223.62,85.5,85.0,86,19,22,0,34,27,4.186915887850467,2,1,1924
4,7.46,91,484,4081.1191335740073,22.88,47.58,68.92,143.0,177.0,109,6,45,15,44,74,5.318681318681318,2,2,1925
5,4.18,111,508,6209.0,14.23,96.38,183.19,135.5,190.0,81,19,0,71,51,84,4.576576576576577,2,2,1926
7,2.77,53,391,2790.0,3.68,161.93,56.78,148.0,188.0,108,14,0,80,13,78,7.377358490566038,2,2,1927
2,4.91,29,332,4081.1191335740073,14.34,140.32,55.41,96.0,90.0,102,18,32,0,9,54,11.448275862068966,2,1,1928
8,6.23,58,133,4550.0,27.51,122.87,179.92,105.5,105.0,106,32,26,7,62,17,2.293103448275862,1,1,1929
1,1.37,64,388,4081.1191335740073,37.84,36.98,122.16,116.5,122.0,111,44,28,2,33,62,6.0625,2,2,1930
6,9.78,107,317,4081.1191335740073,19.65,182.9,247.84,129.5,175.0,84,13,20,15,65,84,2.9626168224299065,2,2,1931
6,9.34,84,165,4081.1191335740073,14.88,81.46,257.57,135.5,175.0,96,38,20,15,52,99,1.9642857142857142,1,2,1932
2,3.12,83,41,4081.1191335740073,9.8,133.75,103.51,100.0,90.0,110,31,32,0,65,92,0.4939759036144578,1,1,1933
6,8.47,76,234,4081.1191335740073,6.66,68.2,208.33,136.0,175.0,97,7,20,15,54,8,3.0789473684210527,1,2,1934
7,5.64,53,504,2790.0,32.85,158.19,316.68,135.5,188.0,83,35,0,80,60,89,9.50943396226415,2,2,1935
3,3.68,75,249,4081.1191335740073,36.14,139.96,284.87,133.0,166.0,100,0,0,5,27,96,3.32,1,2,1936
10,6.4,37,445,1785.0,17.64,152.41,151.84,84.0,85.0,83,44,22,0,43,18,12.027027027027026,2,1,1937
6,8.87,117,37,4081.1191335740073,21.9,54.67,141.21,143.0,175.0,111,21,20,15,17,47,0.3162393162393162,1,2,1938
0,9.4,23,534,3444.0,3.22,92.8,94.98,90.5,92.0,89,6,40,10,36,13,23.217391304347824,2,1,1939
2,8.6,79,114,4081.1191335740073,36.14,17.82,269.49,92.0,90.0,94,15,32,0,50,14,1.4430379746835442,1,1,1940
9,9.95,24,230,5028.0,3.18,63.23,85.24,114.0,124.0,104,14,50,0,37,14,9.583333333333334,1,2,1941
4,4.81,107,324,4081.1191335740073,33.76,150.3,308.83,132.5,177.0,88,42,45,15,20,86,3.02803738317757,2,2,1942
4,1.27,20,534,4081.1191335740073,37.55,142.39,156.2,143.5,177.0,110,14,45,15,28,18,26.7,2,2,1943
2,9.85,92,150,4081.1191335740073,32.55,95.46,140.35,95.5,90.0,101,27,32,0,36,34,1.6304347826086956,1,1,1944
7,3.45,94,38,2790.0,33.14,63.4,223.46,147.5,188.0,107,11,0,80,63,58,0.40425531914893614,1,2,1945
10,4.59,41,518,1785.0,12.95,196.11,145.8,94.5,85.0,104,17,22,0,39,19,12.634146341463415,2,1,1946
9,2.39,85,506,5028.0,32.3,90.68,349.31,115.5,124.0,107,42,50,0,22,88,5.952941176470588,2,2,1947
9,8.6,30,192,5028.0,17.4,110.21,159.9,104.5,124.0,85,27,50,0,17,17,6.4,1,1,1948
6,7.16,36,343,4081.1191335740073,30.8,181.7,210.18,139.5,175.0,104,35,20,15,8,41,9.527777777777779,2,2,1949
10,2.5,69,304,1785.0,38.9,132.14,52.18,86.5,85.0,88,45,22,0,58,10,4.405797101449275,2,1,1950
4,5.6,100,12,4081.1191335740073,6.14,71.35,133.57,129.0,177.0,81,4,45,15,54,8,0.12,1,2,1951
6,3.93,44,266,4081.1191335740073,3.77,195.66,222.58,132.0,175.0,89,0,20,15,31,46,6.045454545454546,1,2,1952
10,5.38,81,448,1785.0,35.67,129.31,140.56,86.0,85.0,87,34,22,0,18,24,5.530864197530864,2,1,1953
3,4.44,22,110,4081.1191335740073,33.91,98.99,58.1,126.0,166.0,86,14,0,5,66,37,5.0,1,2,1954
8,2.87,85,74,4550.0,10.68,177.91,147.78,103.5,105.0,102,19,26,7,38,62,0.8705882352941177,1,1,1955
9,5.15,68,312,5028.0,12.73,64.82,180.71,105.0,124.0,86,29,50,0,9,21,4.588235294117647,2,1,1956
10,9.32,29,506,1785.0,37.81,13.78,200.8,85.5,85.0,86,45,22,0,12,60,17.448275862068964,2,1,1957
1,2.68,110,403,4081.1191335740073,32.17,129.48,194.34,112.0,122.0,102,8,28,2,46,54,3.6636363636363636,2,2,1958
5,9.82,47,524,6209.0,7.54,23.52,154.54,137.0,190.0,84,3,0,71,22,29,11.148936170212766,2,2,1959
6,1.75,113,97,4081.1191335740073,18.76,95.65,337.81,139.5,175.0,104,39,20,15,37,35,0.8584070796460177,1,2,1960
6,4.69,51,467,4081.1191335740073,13.45,178.24,215.8,141.5,175.0,108,9,20,15,17,95,9.156862745098039,2,2,1961
0,5.91,40,523,3444.0,11.19,37.77,294.1,88.5,92.0,85,15,40,10,44,85,13.075,2,1,1962
7,6.63,78,93,2790.0,2.64,198.96,145.59,149.0,188.0,110,14,0,80,10,81,1.1923076923076923,1,2,1963
1,9.26,80,284,4081.1191335740073,27.14,132.63,176.1,103.0,122.0,84,29,28,2,14,13,3.55,1,1,1964
4,5.45,52,336,4081.1191335740073,21.55,105.82,101.25,138.0,177.0,99,12,45,15,53,18,6.461538461538462,2,2,1965
10,5.43,83,473,1785.0,3.14,110.98,188.96,98.0,85.0,111,1,22,0,55,48,5.698795180722891,2,1,1966
6,5.83,120,11,4081.1191335740073,27.37,114.29,98.43,134.0,175.0,93,23,20,15,21,29,0.09166666666666666,1,2,1967
8,7.85,61,158,4550.0,14.81,25.58,277.63,104.0,105.0,103,38,26,7,19,13,2.5901639344262297,1,1,1968
9,9.11,20,122,5028.0,1.1,109.28,345.9,109.5,124.0,95,35,50,0,42,2,6.1,1,1,1969
10,5.78,83,45,1785.0,3.16,199.67,210.5,96.5,85.0,108,37,22,0,52,85,0.5421686746987951,1,1,1970
0,9.44,86,188,3444.0,36.23,123.86,317.12,86.0,92.0,80,31,40,10,26,41,2.186046511627907,1,1,1971
4,2.69,40,360,4081.1191335740073,36.39,14.37,280.93,140.0,177.0,103,0,45,15,36,23,9.0,2,2,1972
5,7.79,119,441,6209.0,9.16,177.31,316.32,140.5,190.0,91,11,0,71,16,20,3.7058823529411766,2,2,1973
1,8.43,24,164,4081.1191335740073,13.57,198.82,231.99,103.5,122.0,85,33,28,2,10,20,6.833333333333333,1,1,1974
1,2.51,58,407,4081.1191335740073,26.5,81.2,69.15,113.5,122.0,105,42,28,2,59,78,7.017241379310345,2,2,1975
4,9.71,55,453,4081.1191335740073,7.85,162.22,121.96,132.5,177.0,88,38,45,15,47,32,8.236363636363636,2,2,1976
3,1.42,95,459,4081.1191335740073,24.15,61.58,171.43,133.5,166.0,101,22,0,5,42,96,4.831578947368421,2,2,1977
9,1.79,99,169,5028.0,19.48,46.77,203.49,110.0,124.0,96,15,50,0,31,67,1.707070707070707,1,1,1978
7,5.1,78,338,2790.0,16.56,85.9,289.43,148.5,188.0,109,23,0,80,43,23,4.333333333333333,2,2,1979
8,7.5,120,123,4550.0,8.56,131.34,88.3,102.0,105.0,99,10,26,7,60,14,1.025,1,1,1980
0,7.98,89,406,3444.0,25.8,76.75,300.84,96.5,92.0,101,34,40,10,18,82,4.561797752808989,2,1,1981
7,2.81,55,95,2790.0,18.92,160.53,322.5,139.0,188.0,90,37,0,80,30,98,1.7272727272727273,1,2,1982
9,4.36,83,209,5028.0,25.4,70.54,177.24,110.0,124.0,96,45,50,0,65,70,2.5180722891566263,1,1,1983
2,5.73,20,315,4081.1191335740073,19.67,85.78,113.78,85.5,90.0,81,34,32,0,35,11,15.75,2,1,1984
7,2.45,41,257,2790.0,28.77,128.66,140.4,143.0,188.0,98,4,0,80,7,77,6.2682926829268295,1,2,1985
7,2.44,22,499,2790.0,8.46,139.87,113.8,136.0,188.0,84,36,0,80,47,30,22.681818181818183,2,2,1986
9,5.31,44,69,5028.0,29.96,11.22,177.7,117.5,124.0,111,16,50,0,65,98,1.5681818181818181,1,2,1987
10,2.99,104,438,1785.0,10.31,151.8,108.83,90.5,85.0,96,24,22,0,23,29,4.211538461538462,2,1,1988
3,2.2,69,464,4081.1191335740073,14.35,110.8,285.92,125.0,166.0,84,12,0,5,9,57,6.72463768115942,2,2,1989
8,1.81,58,76,4550.0,34.8,66.16,99.72,94.0,105.0,83,8,26,7,7,10,1.3103448275862069,1,1,1990
1,2.41,20,527,4081.1191335740073,29.9,138.62,209.5,110.5,122.0,99,4,28,2,44,67,26.35,2,2,1991
4,2.67,37,55,4081.1191335740073,14.44,159.59,250.11,132.0,177.0,87,15,45,15,59,100,1.4864864864864864,1,2,1992
2,9.17,24,358,4081.1191335740073,10.92,133.94,112.51,92.0,90.0,94,40,32,0,40,74,14.916666666666666,2,1,1993
10,2.17,106,172,1785.0,10.42,134.17,275.62,97.5,85.0,110,30,22,0,52,57,1.6226415094339623,1,1,1994
6,6.92,101,313,4081.1191335740073,28.66,173.3,234.73,133.5,175.0,92,22,20,15,21,61,3.099009900990099,2,2,1995
1,9.48,61,219,4081.1191335740073,9.23,114.34,109.32,103.0,122.0,84,18,28,2,17,86,3.5901639344262297,1,1,1996
1,3.3,40,169,4081.1191335740073,7.37,133.97,122.96,114.5,122.0,107,18,28,2,23,98,4.225,1,2,1997
2,4.4,47,52,4081.1191335740073,10.75,147.65,116.51,96.0,90.0,102,45,32,0,13,57,1.1063829787234043,1,1,1998
2,1.57,116,106,4081.1191335740073,25.37,143.41,182.8,96.5,90.0,103,14,32,0,24,83,0.9137931034482759,1,1,1999
